"tweet_text","lon","lat","Time","score","Category"
"Investor alleges Zillow lied about co-marketing program https://t.co/P0mPGVjNi3 A Zillow Group shareholder has filed a lawsuit alleging th…",-118.2436849,34.0522342,2017-08-31 17:27:00,-1,"negative"
"Investor alleges Zillow lied about co-marketing program https://t.co/4L8Wz4mvG0 #RealEstate",-93.586081,45.440434,2017-08-31 17:26:57,-1,"negative"
"#realestate Investor alleges Zillow lied about co-marketing program https://t.co/eqIYSNpBee https://t.co/ywsVH0Ynpb",-87.6297982,41.8781136,2017-08-31 17:26:56,-1,"negative"
"New post: ""Investor alleges Zillow lied about co-marketing program"" https://t.co/n2INz2TZNd",-82.9987942,39.9611755,2017-08-31 17:23:53,-1,"negative"
"RT @ROttoRealtor: Winning Tips for Buyers and Sellers in Sellers' Markets https://t.co/Ttj3cyXqdQ #realestate #Tips",-123.0350963,44.9428975,2017-08-31 17:21:11,1,"positive"
"Winning Tips for Buyers and Sellers in Sellers' Markets https://t.co/Ttj3cyXqdQ #realestate #Tips",-122.4786854,48.7519112,2017-08-31 17:20:09,1,"positive"
"Do You Need a Property Manager for Your Rental? | ALHPodland Rental Homes Via Zillow Blog: https://t.co/DwqUcUR2sX https://t.co/kFPXxZmYS1",-84.3879824,33.7489954,2017-08-31 17:15:01,0,"neutral"
"Bridesmaid bummer. :-/ https://t.co/SnYenaZhFS",-122.3320708,47.6062095,2017-08-31 17:11:23,0,"neutral"
"Best Real Estate Website Builder: Placester vs Real Geeks vs Zillow - https://t.co/3UKKaLphjs",-88.7878678,43.7844397,2017-08-31 17:10:01,1,"positive"
"RT @WashingtonIdeas: The CEOs of @Boeing, @soulcycle, @Aetna, @zillow + @prdgm will be at #WashingtonIdeas. Will you? https://t.co/xdDOcYL0…",-77.0368707,38.9071923,2017-08-31 17:09:26,0,"neutral"
"697 Freeway Rd S, Mendota Heights, MN 55118 | MLS #4870820 | Zillow https://t.co/CXaELZN9uS",-93.2130028,45.5708122,2017-08-31 17:08:40,0,"neutral"
"Painting floors
https://t.co/mzaBF6RBEQ
#VittoriaLogli #HomeImprovement https://t.co/qyZHhGc6AN",-87.7878408,42.0697509,2017-08-31 17:01:31,0,"neutral"
"Summer is coming to a close, here are some tasks you should consider before it's over!
https://t.co/0lqsU1F0eS https://t.co/I9hGWumeKB",-80.2297697,27.2544906,2017-08-31 17:01:24,0,"neutral"
"Summer is coming to a close, here are some tasks you should consider before it's over!
https://t.co/0lqsU1F0eS",-80.2297697,27.2544906,2017-08-31 17:01:24,0,"neutral"
"3 Common Moving Nightmares (and How to Prevent Them) https://t.co/xnnatqHkS2",-79.3831843,43.653226,2017-08-31 16:59:40,0,"neutral"
"Looking on Zillow to see if what those studies say is true. So the only way for me to afford a home in SD is if I had double income.",-117.159938,32.7164556,2017-08-31 16:58:51,1,"positive"
"@zillow I can't sign into your app on Apple TV",-78.8783689,42.8864468,2017-08-31 16:53:39,0,"neutral"
"Important new listing that shows the growth of my company!  A great townhouse in Morgantown!  How did I get a... https://t.co/VVj46F1rdH",-80.3445341,39.2806451,2017-08-31 16:52:48,2,"positive"
"Danville IL Real Estate https://t.co/dxObTkR5Y3",-121.9999606,37.8215929,2017-08-31 16:42:10,0,"neutral"
"RT @BuildinWa: Seattle-area home values are 20 percent higher than during the housing bubble, Zillow report says https://t.co/xjX7mDTi6V",-122.4442906,47.2528768,2017-08-31 16:37:13,0,"neutral"
"RT @geekestate: “parking difficult” for real estate? https://t.co/QQP6KNoCo8 @HowLoudInc @walkscore @enerscore @mysunnumber @UtilityScore @…",-122.2711137,37.8043637,2017-08-31 16:37:12,-1,"negative"
"SHAREHOLDER ALERT: Levi &amp; Korsinsky, LLP Notifies Shareholders of Zillow Group, Inc. of a Class Action Lawsuit https://t.co/nGCLOReYN3",-115.0980413,35.981262,2017-08-31 16:36:33,0,"neutral"
"Open House, Saturday, 9/2 from 11am-3pm.  Come out to see this Beautifully Decorated Gulf Access Home built by... https://t.co/7Oj2dfeyzg",-81.9495331,26.5628537,2017-08-31 16:35:41,1,"positive"
"Open House, Saturday, 9/2 from 11am-3pm.  Come out to see this Beautifully Decorated Gulf Access Home built by... https://t.co/4XvsPf4MFR",-81.9495331,26.5628537,2017-08-31 16:32:01,1,"positive"
"Bruce Norris &amp; William Brown discuss if realtors see Zillow as a potential partner or competitor #realestate #radio… https://t.co/0yg24FfEjq",-119.4179324,36.778261,2017-08-31 16:30:45,0,"neutral"
"@waaw6060 @Saudi_in_DC <U+0639><U+0632><U+064A><U+0632><U+064A> <U+0633><U+0644><U+0637><U+0627><U+0646><U+060C> <U+0627><U+0646><U+0635><U+062D><U+0643> <U+0628><U+0627><U+0633><U+062A><U+062E><U+062F><U+0627><U+0645> <U+062A><U+0637><U+0628><U+064A><U+0642> Zillow Rentals. <U+062C><U+062F><U+0627> <U+0631><U+0627><U+0626><U+0639>. <U+064A><U+0639><U+0637><U+064A><U+0643> <U+0645><U+0646><U+0627><U+0632><U+0644> <U+0648><U+0634><U+0642><U+0642> <U+0644><U+0644><U+0627><U+064A><U+062C><U+0627><U+0631> (<U+0639><U+0642><U+0648><U+062F> <U+0637>… https://t.co/X45Bo66O6p",46.6752957,24.7135517,2017-08-31 16:27:11,0,"neutral"
"Helpful https://t.co/CfEYN53FP4",-122.4713352,47.7236535,2017-08-31 16:25:58,1,"positive"
"New home buyer with 640+ credit score &amp; don't make over 95K? Get down payment: https://t.co/CMlVUvIwBn https://t.co/40w0ZA0bdD",-115.1398296,36.1699412,2017-08-31 16:25:41,0,"neutral"
"#ForSale #JustListed 2BR/2Bath Villa in a 55+ Community #DeerfieldBeach #FortLauderdale https://t.co/hLIrJ9zWzJ… https://t.co/K4fdK90p7F",-80.1373174,26.1224386,2017-08-31 16:25:08,0,"neutral"
"RT @SvenjaGudell: Most ZIP codes in San Jose are now million-dollar ZIPs: https://t.co/EW3fh1qFL0 https://t.co/0LTOQDHWNp",-117.8265049,33.6845673,2017-08-31 16:22:33,0,"neutral"
"RT @SvenjaGudell: Most ZIP codes in San Jose are now million-dollar ZIPs: https://t.co/EW3fh1qFL0 https://t.co/0LTOQDHWNp",-77.0368707,38.9071923,2017-08-31 16:22:09,0,"neutral"
"Most ZIP codes in San Jose are now million-dollar ZIPs: https://t.co/EW3fh1qFL0 https://t.co/0LTOQDHWNp",-122.3320708,47.6062095,2017-08-31 16:21:00,0,"neutral"
"In many cities, over 90% of properties rent for a good bit more than the cost of ownership. Did you know that I... https://t.co/YATr90BnPx",-71.5723953,43.1938516,2017-08-31 16:20:43,1,"positive"
"RT @zillow: Buying a house? Here are 7 reasons you should hire a real estate agent. https://t.co/7prPNjHuc0 https://t.co/jGEmXuq8nB",-84.5120196,39.1031182,2017-08-31 16:17:55,0,"neutral"
"RT @zillow: Bachelorette party… or bungalow? Pre-wedding parties can put a dent in your down payment savings: https://t.co/a5p8vN7Ekz https…",-84.5120196,39.1031182,2017-08-31 16:17:51,0,"neutral"
"RT @zillow: Small space? No problem! Quick tips to fit bikes, bedding and more inside any place:
https://t.co/IM8BINtfiY https://t.co/2mJbi…",-84.5120196,39.1031182,2017-08-31 16:17:47,-1,"negative"
"SOLD and CLOSED today!!!!!!... https://t.co/ZG0XWskZo7",-82.5306527,27.3364347,2017-08-31 16:11:28,0,"neutral"
"More #5Star Zillow #Reivews than any other La Grange and Western Springs #agent! #WhoYouWorkWithMatters @RousoGroup… https://t.co/2ROqH6tNCi",-87.8692254,41.8050314,2017-08-31 16:11:11,0,"neutral"
"6 Millennial Pink #Homes Proving This Color Is Here to Stay  https://t.co/7vCMgkrOPH #RealEstate #MaryKay https://t.co/p6oXvZgGYx",-81.6943605,41.49932,2017-08-31 16:10:14,1,"positive"
"Ask https://t.co/NGJDOZBPJn Tools to Help You Take Charge of Your House-Hunting Adventure  https://t.co/a3V9L2loTl",-76.5710753,39.1073317,2017-08-31 16:10:11,0,"neutral"
"Have you ever wondering about ""Zillow"" accuracy? 
Check out their website on ""What is Zestimate"".  It first... https://t.co/s8cZJuavdX",-82.7912134,27.8397466,2017-08-31 16:10:10,0,"neutral"
"Millennials and the Real Estate Market
A Zillow study also states people under 35 only own 34% of homes in the U.S.… https://t.co/iYVDvjJ1eP",-81.655651,30.3321838,2017-08-31 16:08:10,0,"neutral"
"Understanding the Role of the Real Estate Agent https://t.co/VkauqXRcv0",-79.0192997,35.7595731,2017-08-31 16:05:07,0,"neutral"
"Haven't even graduated and I literally check Zillow everyday for places to move once I'm back in VB for good <ed><U+00A0><U+00BD><ed><U+00B9><U+0083>",36.568924,50.5760612,2017-08-31 16:03:57,1,"positive"
"Peek Inside a Candy-Colored Mid-Century Modern Throwback https://t.co/CUPEFsUTeq https://t.co/avxJ3rMzEA",-82.1220569,30.2821807,2017-08-31 16:03:18,1,"positive"
"@dgambacorta @saksappeal Jim, will PlanPhilly publish 4000 words of me swearing obscenely as I scroll through Zillo… https://t.co/rfcF7Bav9Q",-75.1652215,39.9525839,2017-08-31 16:02:24,-1,"negative"
"View this beautiful house with 4 bedrooms and 2.5 baths.  It features a spacious basement perfect for entertaining.… https://t.co/BSWcO5HQRC",-87.6297982,41.8781136,2017-08-31 16:01:30,4,"positive"
"232 Frontier Dr, Seeley Lake, MT 59868 https://t.co/El3qlia0ls https://t.co/XJCFhsd7dY",-108.5129815,45.7816077,2017-08-31 16:00:37,0,"neutral"
"@kensands @Redfin @zillow @realtordotcom You're a freaking millionaire! What was your secret? Wait, I know.… https://t.co/Sd5VsNTwKG",-117.4260465,47.6587802,2017-08-31 15:59:47,-2,"negative"
"Totally anecdotal, but from my auto-Zillow searches for ""homes I can't afford,"" seems Denver metro market has cooled quite a bit last 3-4 mo",-105.2705456,40.0149856,2017-08-31 15:59:13,1,"positive"
"@TickerMonkey got a small position again - see great feature to Redfin, work with Both Zillow and Redfin, more Positive to Redfin",-122.6764815,45.5230622,2017-08-31 15:58:32,3,"positive"
"@vinceg55 @Redfin @zillow @realtordotcom Not perusing anything. That's my house.",-120.7401385,47.7510741,2017-08-31 15:57:43,0,"neutral"
"Have you seen this magnificent property?! If you know someone who would be interested in taking a look a this... https://t.co/q8J1DofXpA",-81.7959702,26.1698294,2017-08-31 15:55:37,1,"positive"
"Check out this home at 00 SE Cypress Park Ln that I found on #Zillow https://t.co/PHii8E1Tne",-80.1386547,26.8233946,2017-08-31 15:55:21,0,"neutral"
"#BasementApartmentsRenovation are a great way to add to your monthly income. 
https://t.co/Rz7fNeQ8fT https://t.co/5T28Uv8t8z",-79.508276,43.8372079,2017-08-31 15:55:08,1,"positive"
"Small space? No problem! Quick tips to fit bikes, bedding and more inside any place: https://t.co/FAuqf67yDd…… https://t.co/zTNNsZLmS3",-76.6585074,39.4900013,2017-08-31 15:55:06,-1,"negative"
"425 Lincoln Dr, Idaho Falls, ID 83401 | Zillow https://t.co/Yfj4UOhTKe",-112.0339645,43.4916514,2017-08-31 15:52:16,-1,"negative"
"3 Steps to Creating an Organized Entryway. https://t.co/TZKceUyREa
#smallspaces #interiors #larealestate #larealestateexpert #JAGDTLA",-118.2467693,34.040713,2017-08-31 15:50:08,0,"neutral"
"GREAT OPPORTUNITY! Check out this 4bd 3.0ba 1900 sqft home at 2505 Quarles Rd that I found on #Zillow https://t.co/qDirEPNb0t",-95.712891,37.09024,2017-08-31 15:45:27,1,"positive"
"Learn the process and be #prepared when buying your first #home. https://t.co/x37tkehFIc #homebuying #realestate… https://t.co/Ot9Ub4Ggbw",-77.4605399,38.3031837,2017-08-31 15:45:07,0,"neutral"
"I am your #LasVegas #Military Relocation Specialist! Let me assist you in finding your home: https://t.co/CMlVUvIwBn https://t.co/MptSFCBOZX",-115.1398296,36.1699412,2017-08-31 15:41:17,0,"neutral"
"RT @54RealtyGroup: 9 Easy Ways to Cut Your Electric Bill by up to $750  https://t.co/utWVKsNRDQ #DIY #homeimprovement",-95.712891,37.09024,2017-08-31 15:37:04,1,"positive"
"Illinois homeowners lose bid to sue Zillow over 'Zestimates' https://t.co/DbghWDKD0n via @ChiBizJournal",-87.6297982,41.8781136,2017-08-31 15:36:33,-2,"negative"
"Home values in the #Seattle area have increased almost 13% percent over the past year. h/t @mbak #realestate https://t.co/HNS57VUzRH",-122.2015159,47.6101497,2017-08-31 15:35:05,0,"neutral"
"Great Zillow Review from one of my clients: Sezgin helped with the pricing negotiations and continued to provide a… https://t.co/Txz6bkowpF",-117.1610838,32.715738,2017-08-31 15:33:33,2,"positive"
"Great Gaithersburg End Unit Townhome! 3bd 3 ba 1360 sqft at 9326 Bremerton  https://t.co/fCWYv99tKu",-111.6488322,40.1613903,2017-08-31 15:32:42,1,"positive"
"neighbor's house that ""won"" on House Hunters is for sale again, &amp; that fact is not even mentioned in the listing! https://t.co/e60GXTTDaz",-82.4571776,27.950575,2017-08-31 15:32:13,1,"positive"
"Check out this 3bd 3.0ba 1360 sqft home at 9326 Bremerton Way that I found on #Zillow https://t.co/fCWYv99tKu",-111.6488322,40.1613903,2017-08-31 15:31:47,0,"neutral"
"Great Gaithersburg End Unit Towhome! https://t.co/vEW0NoV97j",-111.6488322,40.1613903,2017-08-31 15:31:40,1,"positive"
"RT @zillow: Small space? No problem! Quick tips to fit bikes, bedding and more inside any place:
https://t.co/IM8BINtfiY https://t.co/2mJbi…",-122.4194155,37.7749295,2017-08-31 15:29:02,-1,"negative"
"This Real Estate Startup Is Exploiting Zillow And Airbnb's Blind Spot https://t.co/Vba09msmY1 https://t.co/fz6plJcAd7",-79.0192997,35.7595731,2017-08-31 15:28:09,-1,"negative"
"24 Marston Pl, Montclair Twp, NJ 07042 | Zillow https://t.co/3fWtBWg4KY",-74.2048677,40.767323,2017-08-31 15:26:25,0,"neutral"
"How I convert leads from Zillow Instant Offers: When Realtor Veronica Figueroa receives a homeseller lead from.. https://t.co/JmSwNnz24l",-95.712891,37.09024,2017-08-31 15:24:49,2,"positive"
"How I convert leads from Zillow Instant Offers: When Realtor Veronica Figueroa receives a homeseller lead from.. https://t.co/VNJQl0no2U",-95.712891,37.09024,2017-08-31 15:24:48,2,"positive"
"When you are searching Zillow and they include this beauty on their list of ""Homes You Might Like."" #iDOlikeit https://t.co/B0BICWcDMR",-94.6858998,46.729553,2017-08-31 15:22:25,2,"positive"
"Home sales price ""adjustments"" do not discriminate -- celebrity or not celebrity. ""The Golden State Warriors'... https://t.co/aaVLzy6hnz",-87.9806265,42.0883603,2017-08-31 15:22:20,0,"neutral"
"Be the first to know about HOT home deals in #LasVegas. https://t.co/CMlVUvIwBn #military",-115.1398296,36.1699412,2017-08-31 15:20:34,1,"positive"
"2017 Home Design Trends With Staying Power https://t.co/F3TJGb83T4",-82.2420317,27.9462615,2017-08-31 15:15:17,0,"neutral"
"tiamtravis just reviewed me on #Zillow https://t.co/UcVuvPzxZt",-123.0867536,44.0520691,2017-08-31 15:14:31,0,"neutral"
"225 Pompton Ave, Verona, NJ 07044 | Zillow https://t.co/OQKHpOv4GP",-74.2048677,40.767323,2017-08-31 15:14:01,0,"neutral"
"17 Montague Pl, Montclair, NJ 07042 | Zillow https://t.co/79tkp7LjMt",-74.2048677,40.767323,2017-08-31 15:13:21,0,"neutral"
"APT: 308 - St. Lukes Place Apartment Homes in Montclair, NJ | Zillow https://t.co/h9l0tUftpI",-74.2048677,40.767323,2017-08-31 15:12:56,0,"neutral"
"32 The Cres # 2, Montclair, NJ 07042 | Zillow https://t.co/5uJqsTKtPp",-74.2048677,40.767323,2017-08-31 15:12:07,0,"neutral"
"499 Bloomfield Ave # 2A, Montclair, NJ 07042 | Zillow https://t.co/RVLxV2hKdr",-74.2048677,40.767323,2017-08-31 15:11:10,0,"neutral"
"DIY Backyard Fire Pit: Build It in Just 7 Easy Steps

The perfect backdrop for summer fun is closer than you... https://t.co/IdtUN0NwtY",-81.3792365,28.5383355,2017-08-31 15:10:07,3,"positive"
"50 Pine St # C900H, Montclair, NJ 07042 | Zillow https://t.co/OLdddp62dp",-74.2048677,40.767323,2017-08-31 15:09:53,0,"neutral"
"219 Glenridge Ave APT 3, Montclair, NJ 07042 | Zillow https://t.co/nKfPbhaSQs",-74.2048677,40.767323,2017-08-31 15:09:16,0,"neutral"
"48 Valley Way, West Orange, NJ 07052 | Zillow https://t.co/BxOmv0RMLr",-74.2048677,40.767323,2017-08-31 15:08:41,0,"neutral"
"35 Maple St # 1, West Orange, NJ 07052 | Zillow https://t.co/H7EftfuPpM",-74.2048677,40.767323,2017-08-31 15:07:17,0,"neutral"
"Iggy Azalea and Nick Young Have Unloaded Their 'Fancy' LA Home https://t.co/WXX3AAvftV https://t.co/K329vUZRw2",-82.1220569,30.2821807,2017-08-31 15:06:48,1,"positive"
"Sold!!! Cash Deal!!! #realestate #zillow #realtor https://t.co/1rS64F4y5h",-85.0885667,37.0561788,2017-08-31 15:05:33,0,"neutral"
"Buy 'Friends' Star Matthew Perry's Ultimate LA Bachelor Pad - Zillow Porchlight https://t.co/jN7gfELf1x via @zillow https://t.co/CkNJdkMjOt",-119.4179324,36.778261,2017-08-31 15:05:03,0,"neutral"
"These Stylish Floors Will Make You Rethink Your Renovation Plans  https://t.co/VyMiBDdftD #tips #realestate",-84.406761,39.341965,2017-08-31 15:02:55,1,"positive"
"139 N 12th Street # FL 3RD, Newark, NJ 07107 | Zillow https://t.co/QfQKlbpV2X",-74.2048677,40.767323,2017-08-31 15:01:58,0,"neutral"
"Sold!!! Cash Deal!!! Call/text me @ 270-566-2325 for all your real estate needs. #realestate #zillow #sold #realtor… https://t.co/KyA0KUsu0i",-85.0493253,36.8888474,2017-08-31 15:01:11,0,"neutral"
"Alexander St, Newark, NJ 07106 | Zillow https://t.co/QuOokHpjFi",-74.2048677,40.767323,2017-08-31 14:56:51,0,"neutral"
"#OpenHouse: Sat, Sept. 2. 14008 Blueberry Hill Dr. 5bds 3.5 bth. #DreamHome #FriscoISD #Toyota #Uber #RealEstate… https://t.co/PZ7oLxIrTe",-96.7969879,32.7766642,2017-08-31 14:54:54,0,"neutral"
"557 N Grove St, East Orange, NJ 07017 | Zillow https://t.co/HOH0uZwKUy",-74.2048677,40.767323,2017-08-31 14:54:09,0,"neutral"
"62 11th Ave W # 2, Newark, NJ 07107 | Zillow https://t.co/5lCYlsKZvS",-74.2048677,40.767323,2017-08-31 14:52:46,0,"neutral"
"OPEN HOUSE SAT. 9/2 (12:30-2PM) 4bd 3.0ba 2280 sqft home at 68 Hope Dr that I found on #Zillow https://t.co/K15ILtM3dD",-73.6995749,40.7978787,2017-08-31 14:52:28,0,"neutral"
"@seeJohnnie Now that's what my company teaches to Realtors. No one needs to buy Zillow leads! Ever! Can't wait to s… https://t.co/1ovl9JVH2r",-119.4179324,36.778261,2017-08-31 14:52:12,0,"neutral"
"OPEN HOUSE SATURDAY FROM 10-12PM. https://t.co/1JgWD68Mf0",-81.5157535,27.6648274,2017-08-31 14:49:29,0,"neutral"
"RT @mikeseifert52: <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> Featured Listing! -------&gt; https://t.co/T5n8H2zbSx

43975 Boulder Dr,
Clinton Township, MI 48038

Beautiful,... https:…",-83.1497751,42.6064095,2017-08-31 14:48:05,1,"positive"
"Park Ave, East Orange, NJ 07017 | Zillow https://t.co/RkBW6gKJMH",-74.2048677,40.767323,2017-08-31 14:47:30,0,"neutral"
"<ed><U+00A0><U+00BD><ed><U+00B8><U+008D> Featured Listing! -------&gt; https://t.co/T5n8H2zbSx

43975 Boulder Dr,
Clinton Township, MI 48038

Beautiful,... https://t.co/9RAgP8m293",-85.6023643,44.3148443,2017-08-31 14:45:31,1,"positive"
"Sweet like Candy in this #midcentury #home! #Zillow #realty https://t.co/YmCT53ZRD7",-92.6387968,38.1986435,2017-08-31 14:45:13,2,"positive"
"Zillow $ZG EBITDA multiple trading @ premium to peers: $YELP $GRUB $P $GDDY $TWTR https://t.co/85tx25aycN https://t.co/vQWtOhHgMr",-122.4194155,37.7749295,2017-08-31 14:45:09,0,"neutral"
"69 Columbia Ave, Newark, NJ 07106 | Zillow https://t.co/VmqTOktXHP",-74.2048677,40.767323,2017-08-31 14:44:22,0,"neutral"
"Hot rental available in #OaklandPark #FortLauderdale Near Dixie/62nd ST https://t.co/8oRBkBcnUs #ForRent #Zillow… https://t.co/BTHuHQ2XPc",-80.1373174,26.1224386,2017-08-31 14:44:17,2,"positive"
"RT @zillow: These floating homes are calling your name. https://t.co/IUvqHGAZua https://t.co/mHykVplwOx",-76.6412712,39.0457549,2017-08-31 14:44:16,0,"neutral"
"91 University Pl, Irvington, NJ 07111 | Zillow https://t.co/5lGBPV5kJo",-74.2048677,40.767323,2017-08-31 14:42:37,0,"neutral"
"200B N Clinton St, East Orange, NJ 07017 | Zillow https://t.co/Ei5YSMEqoo",-74.2048677,40.767323,2017-08-31 14:40:47,0,"neutral"
"RT @soldier_media: TIP: Studies show that listing #realestate in the digital space such as Zillow allows for more exposures, post likes, &amp;…",-97.0403352,32.8998091,2017-08-31 14:40:27,1,"positive"
"475 Berkeley Ave, South Orange, NJ 07079 | Zillow https://t.co/hin5iEQX4S",-74.2048677,40.767323,2017-08-31 14:39:02,0,"neutral"
"128 Steuben St, East Orange, NJ 07018 | Zillow https://t.co/XgyhF1Q9Dk",-74.2048677,40.767323,2017-08-31 14:38:27,0,"neutral"
"317 Irvington Ave # 3A, South Orange, NJ 07079 | Zillow https://t.co/sSFNUTl2XY",-74.2048677,40.767323,2017-08-31 14:36:42,0,"neutral"
"Before During &amp; After a Flood, what 2 do. Anything 2 add? @HomeAdvisor @zillow @coldwellbanker @realtordotcom… https://t.co/j1AaHBOLdL",-84.3879824,33.7489954,2017-08-31 14:36:13,0,"neutral"
"New Listing!!!
Check out this 3 bedroom beautiful townhome!
Courtesy Of Matt Elliott Realty https://t.co/QxBJjtjrqm",-77.3570028,38.9586307,2017-08-31 14:34:41,1,"positive"
"478 Tremont Ave, Orange, NJ 07050 | Zillow https://t.co/jxfr4WWt2b",-74.2048677,40.767323,2017-08-31 14:34:27,0,"neutral"
"455 Halsted St, East Orange, NJ 07018 | Zillow https://t.co/O0hEXzdDzx",-74.2048677,40.767323,2017-08-31 14:31:37,0,"neutral"
"RT @soldier_media: TIP: Studies show that listing #realestate in the digital space such as Zillow allows for more exposures, post likes, &amp;…",-75.0246312,39.926813,2017-08-31 14:30:32,1,"positive"
"Yikes! watch out 4 this premium EBITDA multiple of Zillow $Z vs comps: $YELP $GRUB $P $GDDY $TWTR… https://t.co/dVXm5sHyG0",-122.4194155,37.7749295,2017-08-31 14:30:19,0,"neutral"
"Peek Inside a Candy-Colored #Mid-Century Modern Throwback - Zillow Porchlight https://t.co/FlFf9DY8l6 #RealEstate https://t.co/cu5WsQxlY6",-82.9628343,40.0365966,2017-08-31 14:29:01,1,"positive"
"370 S Harrison St APT 103, East Orange, NJ 07018 | Zillow https://t.co/3v7Ln8OIDn",-74.2048677,40.767323,2017-08-31 14:28:47,0,"neutral"
"RT @soldier_media: TIP: Studies show that listing #realestate in the digital space such as Zillow allows for more exposures, post likes, &amp;…",-118.2436849,34.0522342,2017-08-31 14:27:27,1,"positive"
"#IL #Plainfield #Home #Sale Check out 3bd 4ba 2494 sqft home at 2700 Cedar Breaks Ct that I found on #Zillow https://t.co/HhiSvGtRz1",-88.1535352,41.7508391,2017-08-31 14:27:22,-1,"negative"
"432 Lincoln Ave, Orange, NJ 07050 | Zillow https://t.co/76ncibKDrW",-74.2048677,40.767323,2017-08-31 14:27:11,0,"neutral"
"Judge drops case against Zillow Zestimates
https://t.co/STvIs35EMw https://t.co/iUYbpaX6Jf",-80.1386547,26.8233946,2017-08-31 14:25:21,0,"neutral"
"@kensands @Redfin @zillow @realtordotcom The answer is simple. You peruse way too expensive houses.",-117.4260465,47.6587802,2017-08-31 14:23:44,-1,"negative"
"391 Highland Ave # 1, Orange, NJ 07050 | Zillow https://t.co/LR1qQ6TTNp",-74.2048677,40.767323,2017-08-31 14:23:38,0,"neutral"
"297 Lincoln Ave APT 2D, Orange, NJ 07050 | Zillow https://t.co/VHcX9CCCEe",-74.2048677,40.767323,2017-08-31 14:22:05,0,"neutral"
"50 Hazel Ave # 2, West Orange, NJ 07052 | Zillow https://t.co/vNCIGZDP6F",-74.2048677,40.767323,2017-08-31 14:21:33,0,"neutral"
"298 Gregory Ave, West Orange, NJ 07052 | Zillow https://t.co/snjMUk8agX",-74.2048677,40.767323,2017-08-31 14:21:30,0,"neutral"
"50 Hazel Ave # 2, West Orange, NJ 07052 | Zillow https://t.co/wHOeHwK3GK",-74.2048677,40.767323,2017-08-31 14:20:12,0,"neutral"
"532 Valley Rd APT 4, West Orange, NJ 07052 | Zillow https://t.co/jCCd2Tz5sc",-74.2048677,40.767323,2017-08-31 14:19:30,0,"neutral"
"RT @joshreef: <ed><U+00A0><U+00BD><ed><U+00B2><U+00BB>https://t.co/qBTtbXhkfd
77812 Cottonwood Cv,
Indian Wells, CA 92210
7 beds | 8 baths | 10,050 sf
<ed><U+00A0><U+00BD><ed><U+00B3><U+00AC> josh@thehjc.com
<ed><U+00A0><U+00BD><ed><U+00B3><U+00B1>(424) 21…",18.643501,60.128161,2017-08-31 14:18:55,0,"neutral"
"https://t.co/lvRUyf5abV - How I convert leads from Zillow Instant Offers",-95.712891,37.09024,2017-08-31 14:18:06,1,"positive"
"Got a review on Zillow the other day!
https://t.co/H3kfDKAlzU
Juan@JuanSells.com
812.369.0785
#juansells #best… https://t.co/kmjF3iaZ0h",-86.5263857,39.165325,2017-08-31 14:17:37,1,"positive"
"<ed><U+00A0><U+00BD><ed><U+00B2><U+00BB>https://t.co/qBTtbXhkfd
77812 Cottonwood Cv,
Indian Wells, CA 92210
7 beds | 8 baths | 10,050 sf
<ed><U+00A0><U+00BD><ed><U+00B3><U+00AC> josh@thehjc.com… https://t.co/fF7AlkMd05",-118.4051458,34.0692905,2017-08-31 14:17:06,0,"neutral"
"https://t.co/3VpniPuobs https://t.co/jzbA7ekpIX",-119.7725868,36.7468422,2017-08-31 14:15:51,0,"neutral"
"#Trulia, the #realestate brand that’s part of Seattle-based #Zillow Group, is rolling out a news feed in its app... https://t.co/nnfTJ2q8cy",-80.1917902,25.7616798,2017-08-31 14:12:55,0,"neutral"
"Iggy Azalea and Nick Young have unloaded their 'fancy' LA home #CelebrityRealEstate #Homes #cbshome… https://t.co/KDBR0jF7az",-95.9449384,41.2692953,2017-08-31 14:10:21,1,"positive"
"Home Values Higher than Ever in Almost Half of Nation&amp;#39;s Largest Markets https://t.co/k9CCTc0v0M https://t.co/oAcIcua007",-121.2907796,37.9577016,2017-08-31 14:08:36,0,"neutral"
"Beat Zillow at their own game! Master your marketing... https://t.co/x881sf4hWr https://t.co/E3kSGu4eDx",-84.3879824,33.7489954,2017-08-31 14:07:43,1,"positive"
"Beat Zillow at their own game! Master your marketing... https://t.co/idVL587sYo",-84.3879824,33.7489954,2017-08-31 14:07:31,1,"positive"
"Designer Lookbook: Caitlin Murray's Minty Fresh Kitchen Revamp https://t.co/WwUWjBVEo1 #loans #refi https://t.co/oT336SDufj",-104.8319195,39.7294319,2017-08-31 14:06:43,1,"positive"
"Las Vegas lags in number of new rich ZIP codes, but sales of pricey homes are rising. https://t.co/mnW0WAQ32j via @LasVegasSun",-115.1398296,36.1699412,2017-08-31 14:06:17,-1,"negative"
"My prediction. Zillow buys Redfin.",-99.9018131,31.9685988,2017-08-31 14:04:25,0,"neutral"
"Secluded in Gulf Breeze, Florida, could be 2 building lots. https://t.co/6MdrNnDkap",-87.1497698,30.3328039,2017-08-31 14:01:48,1,"positive"
"In our modern world true privacy is hard to come by...unless you find the perfect house!  On a nice quiet... https://t.co/MekCVmOnRF",-84.3879824,33.7489954,2017-08-31 14:00:50,3,"positive"
